"StofCV";"nInNm";"fInNm";"NBase";"NInNmX";"NSaltEstr";"FBase";"FInNmX";"FSaltEstr";"Amb";"Hosp"
"00707";"fenylefrine hydrochloride";"phényléphrine chlorhydrate";"fenylefrine";"_";"hydrochloride";"phényléphrine";"_";"chlorhydrate";true;false
"01356";"pantoprazol natrium";"pantoprazole sodium";"pantoprazol";"sesquihydraat";"natrium";"pantoprazole";"sesquihydraté";"sodium";true;false
"01045";"levomepromazine maleaat";"lévomépromazine maléate";"levomepromazine";"_";"maleaat";"lévomépromazine";"_";"maléate";true;false
"01046";"levonorgestrel";"lévonorgestrel";"levonorgestrel";"_";"_";"lévonorgestrel";"_";"_";true;false
"01048";"levothyroxine natrium";"lévothyroxine sodium";"levothyroxine";"_";"natrium";"lévothyroxine";"_";"sodium";true;false
"01049";"lidocaïne";"lidocaïne";"lidocaïne";"_";"_";"lidocaïne";"_";"_";true;false
"01066";"loprazolam mesilaat";"loprazolam mésilate";"loprazolam";"_";"mesilaat";"loprazolam";"_";"mésilate";true;false
"01051";"lincomycine";"lincomycine";"lincomycine";"_";"_";"lincomycine";"_";"_";true;false
"01052";"lincomycine hydrochloride";"lincomycine chlorhydrate";"lincomycine";"_";"hydrochloride";"lincomycine";"_";"chlorhydrate";true;false
"01053";"linezolid";"linézolide";"linezolid";"_";"_";"linézolide";"_";"_";true;false
"01054";"lipase";"lipase";"lipase";"[biologisch, pancreas varken]";"_";"lipase";"[biologique, pancréas de porc]";"_";true;false
"01901";"mirabegron";"mirabégron";"mirabegron";"_";"_";"mirabégron";"_";"_";true;false
"01062";"loperamide";"lopéramide";"loperamide";"_";"_";"lopéramide";"_";"_";true;false
"01063";"loperamide hydrochloride";"lopéramide chlorhydrate";"loperamide";"_";"hydrochloride";"lopéramide";"_";"chlorhydrate";true;false
"01068";"lorazepam";"lorazépam";"lorazepam";"_";"_";"lorazépam";"_";"_";true;false
"01069";"lormetazepam";"lormétazépam";"lormetazepam";"_";"_";"lormétazépam";"_";"_";true;false
"01071";"losartan kalium";"losartan potassium";"losartan";"_";"kalium";"losartan";"_";"potassium";true;false
"01072";"lumefantrine";"luméfantrine";"lumefantrine";"_";"_";"luméfantrine";"_";"_";true;false
"01073";"lutropine alfa";"lutropine alfa";"lutropine alfa";"[biologisch, biosynthetisch]";"_";"lutropine alfa";"[biologique, biosynthétique]";"_";true;false
"01074";"lymecycline";"lymécycline";"lymecycline";"_";"_";"lymécycline";"_";"_";true;false
"01075";"lynestrenol";"lynestrénol";"lynestrenol";"_";"_";"lynestrénol";"_";"_";true;false
"01079";"magaldraat";"magaldrate";"magaldraat";"_";"_";"magaldrate";"_";"_";true;false
"02308";"guanfacine";"guanfacine";"guanfacine";"_";"_";"guanfacine";"_";"_";true;false
"00359";"cibenzoline";"cibenzoline";"cibenzoline";"_";"_";"cibenzoline";"_";"_";true;false
"00709";"fenytoïne natrium";"phénytoïne sodium";"fenytoïne";"_";"natrium";"phénytoïne";"_";"sodium";true;false
"00071";"aluminiumhydroxide-magnesiumcarbonaat (gedroogde gel)";"hydroxyde d'aluminium-carbonate de magnésium (gel codesséché)";"aluminiumhydroxide-magnesiumcarbonaat";"gedroogde gel";"_";"hydroxyde d'aluminium-carbonate de magnésium";"gel codesséché";"_";true;false
"00039";"agalsidase bèta";"agalsidase bêta";"agalsidase bèta";"[biologisch, biosynthetisch]";"_";"agalsidase bêta";"[biologique, biosynthétique]";"_";true;false
"00041";"aldesleukine";"aldesleukine";"aldesleukine";"[biologisch, biosynthetisch]";"_";"aldesleukine";"[biologique, biosynthétique]";"_";true;false
"02309";"guanfacine hydrochloride";"guanfacine chlorhydrate";"guanfacine";"_";"hydrochloride";"guanfacine";"_";"chlorhydrate";true;false
"00067";"alteplase";"altéplase";"alteplase";"[biologisch, biosynthetisch]";"_";"altéplase";"[biologique, biosynthétique]";"_";true;false
"00201";"betaxolol";"bétaxolol";"betaxolol";"_";"_";"bétaxolol";"_";"_";true;false
"00129";"asenapine";"asénapine";"asenapine";"_";"_";"asénapine";"_";"_";true;false
"01082";"citraat magnesium";"citrate magnésium";"citraat";"_";"magnesium";"citrate";"_";"magnésium";true;false
"01084";"magnesiumhydroxide";"magnésium hydroxyde";"magnesiumhydroxide";"_";"_";"magnésium hydroxyde";"_";"_";true;false
"01085";"magnesiumoxide";"magnésium oxyde";"magnesiumoxide";"_";"_";"magnésium oxyde";"_";"_";true;false
"01091";"maprotiline hydrochloride";"maprotiline chlorhydrate";"maprotiline";"_";"hydrochloride";"maprotiline";"_";"chlorhydrate";true;false
"01094";"mebendazol";"mébendazole";"mebendazol";"_";"_";"mébendazole";"_";"_";true;false
"01095";"mebeverine";"mébévérine";"mebeverine";"_";"_";"mébévérine";"_";"_";true;false
"01096";"mebeverine hydrochloride";"mébévérine chlorhydrate";"mebeverine";"_";"hydrochloride";"mébévérine";"_";"chlorhydrate";true;false
"01102";"medroxyprogesteron acetaat";"médroxyprogestérone acétate";"medroxyprogesteron";"_";"acetaat";"médroxyprogestérone";"_";"acétate";true;false
"00137";"atorvastatine";"atorvastatine";"atorvastatine";"_";"_";"atorvastatine";"_";"_";true;false
"00248";"budesonide";"budésonide";"budesonide";"_";"_";"budésonide";"_";"_";true;false
"00104";"ampicilline";"ampicilline";"ampicilline";"_";"_";"ampicilline";"_";"_";true;false
"00115";"antitrombine";"antithrombine";"antitrombine";"[biologisch, humaan plasma]";"_";"antithrombine";"[biologique, plasma humain]";"_";true;false
"00135";"atomoxetine";"atomoxétine";"atomoxetine";"_";"_";"atomoxétine";"_";"_";true;false
"00250";"bupivacaïne";"bupivacaïne";"bupivacaïne";"_";"_";"bupivacaïne";"_";"_";true;false
"00282";"capecitabine";"capécitabine";"capecitabine";"_";"_";"capécitabine";"_";"_";true;false
"00329";"cetrimonium bromide";"cétrimonium bromure";"cetrimonium";"_";"bromide";"cétrimonium";"_";"bromure";true;false
"00335";"chloorambucil";"chlorambucil";"chloorambucil";"_";"_";"chlorambucil";"_";"_";true;false
"00323";"certolizumab pegol";"certolizumab pegol";"certolizumab";"[biologisch, biosynthetisch]";"pegol";"certolizumab";"[biologique, biosynthétique]";"pegol";true;false
"00345";"chloorprocaïne";"chloroprocaïne";"chloorprocaïne";"_";"_";"chloroprocaïne";"_";"_";true;false
"00348";"chloortetracycline";"chlortétracycline";"chloortetracycline";"_";"_";"chlortétracycline";"_";"_";true;false
"00354";"choleratoxine subunit B";"toxine cholérique sous-unité B";"choleratoxine subunit B";"[biologisch, biosynthetisch]";"_";"toxine cholérique sous-unité B";"[biologique, biosynthétique]";"_";true;false
"00355";"cholesterol";"cholestérol";"cholesterol";"_";"_";"cholestérol";"_";"_";true;false
"00791";"fusidinezuur";"acide fusidique";"fusidinezuur";"_";"_";"acide fusidique";"_";"_";true;false
"00828";"glucagon hydrochloride";"glucagon chlorhydrate";"glucagon";"[biologisch, biosynthetisch]";"hydrochloride";"glucagon";"[biologique, biosynthétique]";"chlorhydrate";true;false
"01103";"mefenesine";"méphénésine";"mefenesine";"_";"_";"méphénésine";"_";"_";true;false
"01104";"mefloquine";"méfloquine";"mefloquine";"_";"_";"méfloquine";"_";"_";true;false
"01107";"megestrol acetaat";"mégestrol acétate";"megestrol";"_";"acetaat";"mégestrol";"_";"acétate";true;false
"01056";"lisinopril";"lisinopril";"lisinopril";"dihydraat";"_";"lisinopril";"dihydraté";"_";true;false
"01109";"melfalan";"melphalan";"melfalan";"_";"_";"melphalan";"_";"_";true;false
"00044";"alfa-1-proteïnase-inhibitor";"inhibiteur de l'alpha-1 protéinase";"alfa-1-proteïnase-inhibitor";"[biologisch, humaan plasma]";"_";"inhibiteur de l'alpha-1 protéinase";"[biologique, plasma humain]";"_";true;false
"00332";"cetuximab";"cétuximab";"cetuximab";"[biologisch, biosynthetisch]";"_";"cétuximab";"[biologique, biosynthétique]";"_";true;false
"00689";"feneturide";"phénéturide";"feneturide";"_";"_";"phénéturide";"_";"_";true;false
"00127";"ascorbinezuur";"acide ascorbique";"ascorbinezuur";"_";"_";"acide ascorbique";"_";"_";true;false
"00205";"bevacizumab";"bévacizumab";"bevacizumab";"[biologisch, biosynthetisch]";"_";"bévacizumab";"[biologique, biosynthétique]";"_";true;false
"00263";"C1-esteraseremmer";"inhibiteur de la C1 estérase";"C1-esteraseremmer";"[biologisch, humaan plasma]";"_";"inhibiteur de la C1 estérase";"[biologique, plasma humain]";"_";true;false
"02310";"elbasvir";"elbasvir";"elbasvir";"_";"_";"elbasvir";"_";"_";true;false
"00350";"chloorxylenol";"chloroxylénol";"chloorxylenol";"_";"_";"chloroxylénol";"_";"_";true;false
"00358";"choriongonadotrofine (HCG)";"gonadotrophine chorionique (HCG)";"choriongonadotrofine (HCG)";"[biologisch, humane urine]";"_";"gonadotrophine chorionique (HCG)";"[biologique, urine humaine]";"_";true;false
"01690";"tenoxicam";"ténoxicam";"tenoxicam";"_";"_";"ténoxicam";"_";"_";true;false
"01115";"melkzuur";"acide lactique";"melkzuur";"_";"_";"acide lactique";"_";"_";true;false
"01116";"meloxicam";"méloxicam";"meloxicam";"_";"_";"méloxicam";"_";"_";true;false
"01119";"memantine hydrochloride";"mémantine chlorhydrate";"memantine";"_";"hydrochloride";"mémantine";"_";"chlorhydrate";true;false
"00306";"cefazoline";"céfazoline";"cefazoline";"_";"_";"céfazoline";"_";"_";true;false
"00767";"foliumzuur";"acide folique";"foliumzuur";"_";"_";"acide folique";"_";"_";true;false
"00010";"acamprosaat calcium";"acamprosate calcium";"acamprosaat";"_";"calcium";"acamprosate";"_";"calcium";true;false
"00231";"bortezomib";"bortézomib";"bortezomib";"_";"_";"bortézomib";"_";"_";true;false
"00364";"ciclosporine";"ciclosporine";"ciclosporine";"_";"_";"ciclosporine";"_";"_";true;false
"00380";"cisatracurium besilaat";"cisatracurium bésilate";"cisatracurium";"_";"besilaat";"cisatracurium";"_";"bésilate";true;false
"00381";"cisplatine";"cisplatine";"cisplatine";"_";"_";"cisplatine";"_";"_";true;false
"00768";"follitropine alfa";"follitropine alfa";"follitropine alfa";"recombinant humaan [biologisch, biosynthetisch]";"_";"follitropine alfa";"recombinant humain [biologique, biosynthétique]";"_";true;false
"00769";"follitropine bèta";"follitropine bêta";"follitropine bèta";"recombinant humaan [biologisch, biosynthetisch]";"_";"follitropine bêta";"recombinant humain [biologique, biosynthétique]";"_";true;false
"01108";"melatonine";"mélatonine";"melatonine";"_";"_";"mélatonine";"_";"_";true;false
"00310";"cefotaxim";"céfotaxime";"cefotaxim";"_";"_";"céfotaxime";"_";"_";true;false
"00575";"duloxetine";"duloxétine";"duloxetine";"_";"_";"duloxétine";"_";"_";true;false
"00632";"erythromycine lactobionaat";"érythromycine lactobionate";"erythromycine";"_";"lactobionaat";"érythromycine";"_";"lactobionate";true;false
"00634";"escitalopram oxalaat";"escitalopram oxalate";"escitalopram";"_";"oxalaat";"escitalopram";"_";"oxalate";true;false
"00641";"estradiol valeraat";"estradiol valérate";"estradiol";"_";"valeraat";"estradiol";"_";"valérate";true;false
"00691";"feniramine maleaat";"phéniramine maléate";"feniramine";"_";"maleaat";"phéniramine";"_";"maléate";true;false
"00698";"fenoterol hydrobromide";"fénotérol bromhydrate";"fenoterol";"_";"hydrobromide";"fénotérol";"_";"bromhydrate";true;false
"00700";"fenoxymethylpenicilline kalium";"phénoxyméthylpénicilline potassium";"fenoxymethylpenicilline";"_";"kalium";"phénoxyméthylpénicilline";"_";"potassium";true;false
"00705";"fenticonazol nitraat";"fenticonazole nitrate";"fenticonazol";"_";"nitraat";"fenticonazole";"_";"nitrate";true;false
"00680";"febuxostat";"fébuxostat";"febuxostat";"_";"_";"fébuxostat";"_";"_";true;false
"02098";"levofloxacine";"lévofloxacine";"levofloxacine";"watervrij";"_";"lévofloxacine";"anhydre";"_";true;false
"00017";"acetazolamide natrium";"acétazolamide sodium";"acetazolamide";"_";"natrium";"acétazolamide";"_";"sodium";true;false
"00031";"adefovir dipivoxil";"adéfovir dipivoxil";"adefovir";"_";"dipivoxil";"adéfovir";"_";"dipivoxil";true;false
"00049";"alfuzosine hydrochloride";"alfuzosine chlorhydrate";"alfuzosine";"_";"hydrochloride";"alfuzosine";"_";"chlorhydrate";true;false
"00004";"abacavir sulfaat";"abacavir sulfate";"abacavir";"_";"sulfaat";"abacavir";"_";"sulfate";true;false
"00013";"acebutolol hydrochloride";"acébutolol chlorhydrate";"acebutolol";"_";"hydrochloride";"acébutolol";"_";"chlorhydrate";true;false
"00300";"caspofungine";"caspofungine";"caspofungine";"_";"_";"caspofungine";"_";"_";true;false
"02311";"grazoprevir";"grazoprévir";"grazoprevir";"_";"_";"grazoprévir";"_";"_";true;false
"00574";"drospirenon";"drospirénone";"drospirenon";"_";"_";"drospirénone";"_";"_";true;false
"00386";"citroenzuur";"acide citrique";"citroenzuur";"_";"_";"acide citrique";"_";"_";true;false
"00394";"clindamycine";"clindamycine";"clindamycine";"_";"_";"clindamycine";"_";"_";true;false
"00412";"clonidine hydrochloride";"clonidine chlorhydrate";"clonidine";"_";"hydrochloride";"clonidine";"_";"chlorhydrate";true;false
"00713";"fexofenadine hydrochloride";"fexofénadine chlorhydrate";"fexofenadine";"_";"hydrochloride";"fexofénadine";"_";"chlorhydrate";true;false
"00825";"glimepiride";"glimépiride";"glimepiride";"_";"_";"glimépiride";"_";"_";true;false
"01898";"linagliptine";"linagliptine";"linagliptine";"_";"_";"linagliptine";"_";"_";true;false
"00016";"acetazolamide";"acétazolamide";"acetazolamide";"_";"_";"acétazolamide";"_";"_";true;false
"00840";"gramicidine";"gramicidine";"gramicidine";"[bacterieel]";"_";"gramicidine";"[bactérien]";"_";true;false
"00916";"immunoglobulinen, anti-T-lymfocyten";"immunoglobulines antilymphocytes T";"immunoglobulinen, anti-T-lymfocyten";"[biologisch, konijnserum]";"_";"immunoglobulines antilymphocytes T";"[biologique, sérum de lapin]";"_";true;false
"01123";"menopauzegonadotrofine (HMG) (FSH 1 200 IE + LH 1 200 IE)";"ménotropine (HMG) (FSH 1 200 UI + LH 1 200 UI)";"menopauzegonadotrofine (HMG)";"FSH 1 200 IE + LH 1 200 IE [biologisch, humane urine]";"_";"ménotropine (HMG)";"FSH 1 200 UI + LH 1 200 UI [biologique, urine humaine]";"_";true;false
"01125";"menopauzegonadotrofine (HMG) (FSH 75 IE + LH 75 IE)";"ménotropine (HMG) (FSH 75 UI + LH 75 UI)";"menopauzegonadotrofine (HMG)";"FSH 75 IE + LH 75 IE [biologisch, humane urine]";"_";"ménotropine (HMG)";"FSH 75 UI + LH 75 UI [biologique, urine humaine]";"_";true;false
"01130";"mepivacaïne hydrochloride";"mépivacaïne chlorhydrate";"mepivacaïne";"_";"hydrochloride";"mépivacaïne";"_";"chlorhydrate";true;false
"00622";"eptotermine alfa";"eptotermine alfa";"eptotermine alfa";"[biologisch, biosynthetisch]";"_";"eptotermine alfa";"[biologique, biosynthétique]";"_";true;false
"00433";"coffeïne citraat";"caféine citrate";"coffeïne";"_";"citraat";"caféine";"_";"citrate";true;false
"02075";"calcium chloride";"calcium chlorure";"calcium";"watervrij";"chloride";"calcium";"anhydre";"chlorure";true;false
"00870";"hydrocortison natriumsuccinaat";"hydrocortisone succinate sodique";"hydrocortison";"_";"natriumsuccinaat";"hydrocortisone";"_";"succinate sodique";true;false
"00982";"kaolien";"kaolin";"kaolien";"[mineraal]";"_";"kaolin";"[minéral]";"_";true;false
"00051";"alginezuur";"acide alginique";"alginezuur";"_";"_";"acide alginique";"_";"_";true;false
"00985";"ketoconazol";"kétoconazole";"ketoconazol";"_";"_";"kétoconazole";"_";"_";true;false
"00361";"ciclesonide";"ciclésonide";"ciclesonide";"_";"_";"ciclésonide";"_";"_";true;false
"01132";"mepyramine maleaat";"mépyramine maléate";"mepyramine";"_";"maleaat";"mépyramine";"_";"maléate";true;false
"01133";"merbromine";"merbromine";"merbromine";"_";"_";"merbromine";"_";"_";true;false
"01135";"mercaptamine bitartraat";"mercaptamine bitartrate";"mercaptamine";"_";"bitartraat";"mercaptamine";"_";"bitartrate";true;false
"01140";"mesterolon";"mestérolone";"mesterolon";"_";"_";"mestérolone";"_";"_";true;false
"01142";"metamizol natrium";"métamizole sodium";"metamizol";"_";"natrium";"métamizole";"_";"sodium";true;false
"01143";"metformine";"metformine";"metformine";"_";"_";"metformine";"_";"_";true;false
"01144";"metformine hydrochloride";"metformine chlorhydrate";"metformine";"_";"hydrochloride";"metformine";"_";"chlorhydrate";true;false
"01145";"methadon";"méthadone";"methadon";"_";"_";"méthadone";"_";"_";true;false
"01146";"methadon hydrochloride";"méthadone chlorhydrate";"methadon";"_";"hydrochloride";"méthadone";"_";"chlorhydrate";true;false
"01147";"methenamine";"méthénamine";"methenamine";"_";"_";"méthénamine";"_";"_";true;false
"01148";"methotrexaat";"méthotrexate";"methotrexaat";"_";"_";"méthotrexate";"_";"_";true;false
"00008";"abirateron acetaat";"abiratérone acétate";"abirateron";"_";"acetaat";"abiratérone";"_";"acétate";true;false
"00173";"belimumab";"bélimumab";"belimumab";"[biologisch, biosynthetisch]";"_";"bélimumab";"[biologique, biosynthétique]";"_";true;false
"01150";"methoxsaleen";"méthoxsalène";"methoxsaleen";"_";"_";"méthoxsalène";"_";"_";true;false
"01152";"methylaminolevulinaat";"méthyl aminolévulinate";"methylaminolevulinaat";"_";"_";"méthyl aminolévulinate";"_";"_";true;false
"01154";"methyldopa";"méthyldopa";"methyldopa";"_";"_";"méthyldopa";"_";"_";true;false
"02312";"velpatasvir";"velpatasvir";"velpatasvir";"_";"_";"velpatasvir";"_";"_";true;false
"01992";"apomorfine hydrochloride";"apomorphine chlorhydrate";"apomorfine";"_";"hydrochloride";"apomorphine";"_";"chlorhydrate";true;false
"01202";"mometason furoaat";"mométasone furoate";"mometason";"monohydraat";"furoaat";"mométasone";"monohydraté";"furoate";true;false
"00014";"aceclofenac";"acéclofénac";"aceclofenac";"_";"_";"acéclofénac";"_";"_";true;false
"00072";"aluminiumoxide";"aluminium oxyde";"aluminiumoxide";"_";"_";"aluminium oxyde";"_";"_";true;false
"01156";"methylergometrine maleaat";"méthylergométrine maléate";"methylergometrine";"_";"maleaat";"méthylergométrine";"_";"maléate";true;false
"01157";"methylfenidaat";"méthylphénidate";"methylfenidaat";"_";"_";"méthylphénidate";"_";"_";true;false
"01158";"methylfenidaat hydrochloride";"méthylphénidate chlorhydrate";"methylfenidaat";"_";"hydrochloride";"méthylphénidate";"_";"chlorhydrate";true;false
"01192";"mitotaan";"mitotane";"mitotaan";"_";"_";"mitotane";"_";"_";true;false
