"Mppcv";"Mppnm_";"Link2MPG";"Link2PVT"
"2140994";"Permafoam verband Comfort 10 x (8 x 8 cm)";"http://www.bcfi.be/nl/contents/jump?amppid=104729";"http://www.bcfi.be/nl/contents/jump?amppid=104729&view=pvt"
"2481547";"Copa verband Island 10 x (10 x 10 cm)";"http://www.bcfi.be/nl/contents/jump?amppid=106369";"http://www.bcfi.be/nl/contents/jump?amppid=106369&view=pvt"
"2155125";"Hydrosorb gel 10 x 15 g";"http://www.bcfi.be/nl/contents/jump?amppid=104737";"http://www.bcfi.be/nl/contents/jump?amppid=104737&view=pvt"
"0095091";"Vermox tabl. (deelb.) 6 x 100 mg";"http://www.bcfi.be/nl/contents/jump?amppid=4093";"http://www.bcfi.be/nl/contents/jump?amppid=4093&view=pvt"
"1544568";"Suprasorb H verband Sacrum 5 x (14 x 16 cm)";"http://www.bcfi.be/nl/contents/jump?amppid=103812";"http://www.bcfi.be/nl/contents/jump?amppid=103812&view=pvt"
"0072298";"Propylthiouracile tabl. 60 x 50 mg";"http://www.bcfi.be/nl/contents/jump?amppid=3145";"http://www.bcfi.be/nl/contents/jump?amppid=3145&view=pvt"
"2650695";"Tritace (PIP) tabl. (deelb.) 56 x 5 mg";"http://www.bcfi.be/nl/contents/jump?amppid=51847";"http://www.bcfi.be/nl/contents/jump?amppid=51847&view=pvt"
"3426467";"Anafranil (Impexeco) omh. tabl. 150 x 25 mg";"http://www.bcfi.be/nl/contents/jump?amppid=133686";"http://www.bcfi.be/nl/contents/jump?amppid=133686&view=pvt"
"0686212";"Pannocort crème 30 g 10 mg / 1 g";"http://www.bcfi.be/nl/contents/jump?amppid=10777";"http://www.bcfi.be/nl/contents/jump?amppid=10777&view=pvt"
"2647170";"Venoruton (PIP) tabl. Forte 60 x 500 mg";"http://www.bcfi.be/nl/contents/jump?amppid=51649";"http://www.bcfi.be/nl/contents/jump?amppid=51649&view=pvt"
"2655157";"Enterol (PIP) harde caps. 10 x";"http://www.bcfi.be/nl/contents/jump?amppid=52134";"http://www.bcfi.be/nl/contents/jump?amppid=52134&view=pvt"
"2655173";"Enterol (PIP) harde caps. 20 x";"http://www.bcfi.be/nl/contents/jump?amppid=52142";"http://www.bcfi.be/nl/contents/jump?amppid=52142&view=pvt"
"2996411";"Imodium (Impexeco) harde caps. 20 x 2 mg";"http://www.bcfi.be/nl/contents/jump?amppid=67561";"http://www.bcfi.be/nl/contents/jump?amppid=67561&view=pvt"
"2321719";"Sandoz Calcium 350/150 bruistabl. 40 x";"http://www.bcfi.be/nl/contents/jump?amppid=39487";"http://www.bcfi.be/nl/contents/jump?amppid=39487&view=pvt"
"2638534";"Daflon (PIP) 450/50 omh. tabl. 90 x";"http://www.bcfi.be/nl/contents/jump?amppid=51466";"http://www.bcfi.be/nl/contents/jump?amppid=51466&view=pvt"
"0104950";"Cafergot 1/100 tabl. (deelb.) 20 x";"http://www.bcfi.be/nl/contents/jump?amppid=4697";"http://www.bcfi.be/nl/contents/jump?amppid=4697&view=pvt"
"2650703";"Tritace (PIP) tabl. (deelb.) 56 x 10 mg";"http://www.bcfi.be/nl/contents/jump?amppid=51854";"http://www.bcfi.be/nl/contents/jump?amppid=51854&view=pvt"
"3434800";"Atorvastatine Teva (Impexeco) filmomh. tabl. 100 x 80 mg";"http://www.bcfi.be/nl/contents/jump?amppid=133447";"http://www.bcfi.be/nl/contents/jump?amppid=133447&view=pvt"
"2650638";"Flemoxin (PIP) oplosb. tabl. (deelb.) Solutab 24 x 1 g";"http://www.bcfi.be/nl/contents/jump?amppid=51821";"http://www.bcfi.be/nl/contents/jump?amppid=51821&view=pvt"
"0105700";"Celestone 3/4 inj. susp. verl. afgifte i.m./i.derm./i.artic./i.laes./i.burs./p.artic. Chronodose [flac.] 1 x 1 ml";"http://www.bcfi.be/nl/contents/jump?amppid=4788";"http://www.bcfi.be/nl/contents/jump?amppid=4788&view=pvt"
"0109074";"Diprosone zalf 30 g 0,5 mg / 1 g";"http://www.bcfi.be/nl/contents/jump?amppid=5066";"http://www.bcfi.be/nl/contents/jump?amppid=5066&view=pvt"
"0040550";"Etumine inj. oploss. i.m./i.v. [amp.] 10 x 40 mg / 4 ml";"http://www.bcfi.be/nl/contents/jump?amppid=1479";"http://www.bcfi.be/nl/contents/jump?amppid=1479&view=pvt"
"0855031";"Robinul inj. oploss. i.m./i.v. [amp.] 5 x 0,2 mg / 1 ml";"http://www.bcfi.be/nl/contents/jump?amppid=12104";"http://www.bcfi.be/nl/contents/jump?amppid=12104&view=pvt"
"0817718";"Upsa-C bruistabl. (deelb.) 20 x 1 g";"http://www.bcfi.be/nl/contents/jump?amppid=11262";"http://www.bcfi.be/nl/contents/jump?amppid=11262&view=pvt"
"0090944";"Trihistalex 10/20/20 crème 20 g";"http://www.bcfi.be/nl/contents/jump?amppid=3871";"http://www.bcfi.be/nl/contents/jump?amppid=3871&view=pvt"
"0055376";"Lysomucil inj./inf./instill./verneveloploss. i.m./i.v./auric./endotrach./inhal./nas. [amp.] 20 x 300 mg / 3 ml";"http://www.bcfi.be/nl/contents/jump?amppid=2386";"http://www.bcfi.be/nl/contents/jump?amppid=2386&view=pvt"
"3172376";"Pantomed (Impexeco) maagsapresist. tabl. 100 x 40 mg";"http://www.bcfi.be/nl/contents/jump?amppid=126839";"http://www.bcfi.be/nl/contents/jump?amppid=126839&view=pvt"
"3364072";"Simvastatin Sandoz (Impexeco) filmomh. tabl. (deelb.) 100 x 20 mg";"http://www.bcfi.be/nl/contents/jump?amppid=133470";"http://www.bcfi.be/nl/contents/jump?amppid=133470&view=pvt"
"0852533";"Lansoyl Paraffine or. gel 225 g 3,91 g / 5 g";"http://www.bcfi.be/nl/contents/jump?amppid=12062";"http://www.bcfi.be/nl/contents/jump?amppid=12062&view=pvt"
"0055996";"Medrol tabl. (deelb.) A 50 x 16 mg";"http://www.bcfi.be/nl/contents/jump?amppid=2428";"http://www.bcfi.be/nl/contents/jump?amppid=2428&view=pvt"
"2988228";"Urgotul verband 10 x (5 x 5 cm)";"http://www.bcfi.be/nl/contents/jump?amppid=130484";"http://www.bcfi.be/nl/contents/jump?amppid=130484&view=pvt"
"0681254";"Duoderm E verband 3 x (15 x 15 cm)";"http://www.bcfi.be/nl/contents/jump?amppid=102905";"http://www.bcfi.be/nl/contents/jump?amppid=102905&view=pvt"
"3421237";"Maalox Antacid + Antigas 250/500 kauwtabl. 16 x";"http://www.bcfi.be/nl/contents/jump?amppid=133892";"http://www.bcfi.be/nl/contents/jump?amppid=133892&view=pvt"
"1711860";"Xylonor 150/1,5 gingiv./oromuc. spray oploss. (alc.) 36 g";"http://www.bcfi.be/nl/contents/jump?amppid=124610";"http://www.bcfi.be/nl/contents/jump?amppid=124610&view=pvt"
"0676395";"Primperan siroop oploss. 200 ml 5 mg / 5 ml";"http://www.bcfi.be/nl/contents/jump?amppid=10520";"http://www.bcfi.be/nl/contents/jump?amppid=10520&view=pvt"
"3420940";"Montelukast Sandoz (Impexeco) filmomh. tabl. 98 x 10 mg";"http://www.bcfi.be/nl/contents/jump?amppid=133553";"http://www.bcfi.be/nl/contents/jump?amppid=133553&view=pvt"
"0056259";"Medrol tabl. (deelb.) A 14 x 16 mg";"http://www.bcfi.be/nl/contents/jump?amppid=2451";"http://www.bcfi.be/nl/contents/jump?amppid=2451&view=pvt"
"0040774";"Dogmatil inj. oploss. i.m. [amp.] 6 x 100 mg / 2 ml";"http://www.bcfi.be/nl/contents/jump?amppid=1529";"http://www.bcfi.be/nl/contents/jump?amppid=1529&view=pvt"
"0058396";"Myambutol filmomh. tabl. 100 x 400 mg";"http://www.bcfi.be/nl/contents/jump?amppid=2691";"http://www.bcfi.be/nl/contents/jump?amppid=2691&view=pvt"
"0040758";"Dogmatil harde caps. 30 x 50 mg";"http://www.bcfi.be/nl/contents/jump?amppid=1503";"http://www.bcfi.be/nl/contents/jump?amppid=1503&view=pvt"
"2408441";"Allevyn verband Sacrum 10 x (17 x 17 cm)";"http://www.bcfi.be/nl/contents/jump?amppid=105734";"http://www.bcfi.be/nl/contents/jump?amppid=105734&view=pvt"
"2480366";"Curafil gel 1 x 14 g";"http://www.bcfi.be/nl/contents/jump?amppid=106286";"http://www.bcfi.be/nl/contents/jump?amppid=106286&view=pvt"
"0048363";"Hydrocortisone tabl. (deelb.) 20 x 20 mg";"http://www.bcfi.be/nl/contents/jump?amppid=1974";"http://www.bcfi.be/nl/contents/jump?amppid=1974&view=pvt"
"0050666";"Isopto-Carpine ocul. druppels oploss. 15 ml 10 mg / 1 ml";"http://www.bcfi.be/nl/contents/jump?amppid=2105";"http://www.bcfi.be/nl/contents/jump?amppid=2105&view=pvt"
"3340361";"Apranax (Impexeco) filmomh. tabl. (deelb.) 30 x 550 mg";"http://www.bcfi.be/nl/contents/jump?amppid=133629";"http://www.bcfi.be/nl/contents/jump?amppid=133629&view=pvt"
"0119636";"Micropaque or./rect. susp. 2 l 1 g / 1 ml";"http://www.bcfi.be/nl/contents/jump?amppid=5595";"http://www.bcfi.be/nl/contents/jump?amppid=5595&view=pvt"
"3041985";"Suprasorb Liquacel verband 5 x (15 x 15 cm)";"http://www.bcfi.be/nl/contents/jump?amppid=131334";"http://www.bcfi.be/nl/contents/jump?amppid=131334&view=pvt"
"0050633";"Isopto-Carpine ocul. druppels oploss. 15 ml 40 mg / 1 ml";"http://www.bcfi.be/nl/contents/jump?amppid=2089";"http://www.bcfi.be/nl/contents/jump?amppid=2089&view=pvt"
"0105916";"Chloramine Pura cut./vag. oploss. (tabl.) (deelb.) 60 x 250 mg";"http://www.bcfi.be/nl/contents/jump?amppid=4796";"http://www.bcfi.be/nl/contents/jump?amppid=4796&view=pvt"
"1683929";"Rhinathiol Antirhinitis 10/4 tabl. (deelb.) 40 x";"http://www.bcfi.be/nl/contents/jump?amppid=27664";"http://www.bcfi.be/nl/contents/jump?amppid=27664&view=pvt"
"1745215";"Inhalo Rhinathiol 16/99 oploss. voor inhalatiedamp [druppelfl.] 20 ml";"http://www.bcfi.be/nl/contents/jump?amppid=29611";"http://www.bcfi.be/nl/contents/jump?amppid=29611&view=pvt"
"0050658";"Isopto-Carpine ocul. druppels oploss. 15 ml 20 mg / 1 ml";"http://www.bcfi.be/nl/contents/jump?amppid=2097";"http://www.bcfi.be/nl/contents/jump?amppid=2097&view=pvt"
"0061143";"Nicotibine tabl. (deelb.) 30 x 300 mg";"http://www.bcfi.be/nl/contents/jump?amppid=2790";"http://www.bcfi.be/nl/contents/jump?amppid=2790&view=pvt"
"0119180";"Maxitrol 1/3500/6000 ocul. druppels susp. 5 ml";"http://www.bcfi.be/nl/contents/jump?amppid=5579";"http://www.bcfi.be/nl/contents/jump?amppid=5579&view=pvt"
"0069732";"Provera tabl. 50 x 100 mg";"http://www.bcfi.be/nl/contents/jump?amppid=3061";"http://www.bcfi.be/nl/contents/jump?amppid=3061&view=pvt"
"0888735";"Panotile auric. druppels oploss. 10 ml";"http://www.bcfi.be/nl/contents/jump?amppid=12641";"http://www.bcfi.be/nl/contents/jump?amppid=12641&view=pvt"
"0137596";"Yomesan oplosb. tabl. (deelb.) 4 x 500 mg";"http://www.bcfi.be/nl/contents/jump?amppid=6577";"http://www.bcfi.be/nl/contents/jump?amppid=6577&view=pvt"
"0102566";"Aspirine-C 400/240 bruistabl. (deelb.) 20 x";"http://www.bcfi.be/nl/contents/jump?amppid=4549";"http://www.bcfi.be/nl/contents/jump?amppid=4549&view=pvt"
"0093518";"Uralyt U 740/2,3/1,95 oploss. (gran.) 280 g";"http://www.bcfi.be/nl/contents/jump?amppid=4002";"http://www.bcfi.be/nl/contents/jump?amppid=4002&view=pvt"
"3151164";"Neurontin (PIP) harde caps. 90 x 300 mg";"http://www.bcfi.be/nl/contents/jump?amppid=132902";"http://www.bcfi.be/nl/contents/jump?amppid=132902&view=pvt"
"0075747";"Rifadine harde caps. 100 x 150 mg";"http://www.bcfi.be/nl/contents/jump?amppid=3293";"http://www.bcfi.be/nl/contents/jump?amppid=3293&view=pvt"
"0601039";"Codethyline tabl. 50 x 5 mg";"http://www.bcfi.be/nl/contents/jump?amppid=9522";"http://www.bcfi.be/nl/contents/jump?amppid=9522&view=pvt"
"1553957";"Aspegic oploss. (pdr., zakjes) 30 x 500 mg";"http://www.bcfi.be/nl/contents/jump?amppid=24075";"http://www.bcfi.be/nl/contents/jump?amppid=24075&view=pvt"
"2669232";"Citalopram EG (PIP) filmomh. tabl. (deelb.) 98 x 20 mg";"http://www.bcfi.be/nl/contents/jump?amppid=62489";"http://www.bcfi.be/nl/contents/jump?amppid=62489&view=pvt"
"0056481";"Panadol tabl. (deelb.) 20 x 500 mg";"http://www.bcfi.be/nl/contents/jump?amppid=2493";"http://www.bcfi.be/nl/contents/jump?amppid=2493&view=pvt"
"0605832";"Panadol tabl. (deelb.) 60 x 500 mg";"http://www.bcfi.be/nl/contents/jump?amppid=9662";"http://www.bcfi.be/nl/contents/jump?amppid=9662&view=pvt"
"0897074";"Panadol tabl. (deelb.) 30 x 500 mg";"http://www.bcfi.be/nl/contents/jump?amppid=12989";"http://www.bcfi.be/nl/contents/jump?amppid=12989&view=pvt"
"2107977";"Kredex (PIP) tabl. (deelb.) 56 x 25 mg";"http://www.bcfi.be/nl/contents/jump?amppid=132670";"http://www.bcfi.be/nl/contents/jump?amppid=132670&view=pvt"
"0075770";"Rifadine harde caps. 50 x 300 mg";"http://www.bcfi.be/nl/contents/jump?amppid=3301";"http://www.bcfi.be/nl/contents/jump?amppid=3301&view=pvt"
"3252194";"Solian (Impexeco) tabl. (deelb.) 30 x 200 mg";"http://www.bcfi.be/nl/contents/jump?amppid=127019";"http://www.bcfi.be/nl/contents/jump?amppid=127019&view=pvt"
"3155553";"Serlain (PIP) filmomh. tabl. 100 x 100 mg";"http://www.bcfi.be/nl/contents/jump?amppid=127175";"http://www.bcfi.be/nl/contents/jump?amppid=127175&view=pvt"
"1589191";"Daonil (PIP) tabl. (deelb.) 100 x 5 mg";"http://www.bcfi.be/nl/contents/jump?amppid=132787";"http://www.bcfi.be/nl/contents/jump?amppid=132787&view=pvt"
"1665405";"Feldene (PIP) disp. tabl. (deelb.) Dispersal 30 x 20 mg";"http://www.bcfi.be/nl/contents/jump?amppid=132795";"http://www.bcfi.be/nl/contents/jump?amppid=132795&view=pvt"
"2275907";"Seroxat (PIP) filmomh. tabl. (deelb.) 28 x 20 mg";"http://www.bcfi.be/nl/contents/jump?amppid=132878";"http://www.bcfi.be/nl/contents/jump?amppid=132878&view=pvt"
"0078360";"Solu-Medrol inj./inf. oploss. (pdr. + solv.) i.m./i.v. [flac.] 1 x 125 mg";"http://www.bcfi.be/nl/contents/jump?amppid=3384";"http://www.bcfi.be/nl/contents/jump?amppid=3384&view=pvt"
"2672103";"Biatain verband Sacrum 5 x (23 x 23 cm)";"http://www.bcfi.be/nl/contents/jump?amppid=106526";"http://www.bcfi.be/nl/contents/jump?amppid=106526&view=pvt"
"2672129";"Biatain verband Soft Hold 5 x (10 x 20 cm)";"http://www.bcfi.be/nl/contents/jump?amppid=106534";"http://www.bcfi.be/nl/contents/jump?amppid=106534&view=pvt"
"2672137";"Biatain verband Soft Hold 5 x (15 x 15 cm)";"http://www.bcfi.be/nl/contents/jump?amppid=106542";"http://www.bcfi.be/nl/contents/jump?amppid=106542&view=pvt"
"2672145";"Biatain verband Soft Hold 5 x (5 x 7 cm)";"http://www.bcfi.be/nl/contents/jump?amppid=106559";"http://www.bcfi.be/nl/contents/jump?amppid=106559&view=pvt"
"2675304";"Omic (PIP) tabl. verl. afgifte Ocas 90 x 0,4 mg";"http://www.bcfi.be/nl/contents/jump?amppid=53512";"http://www.bcfi.be/nl/contents/jump?amppid=53512&view=pvt"
"0053744";"Levophed inf. oploss. (conc.) i.v. [amp.] 10 x 8 mg / 4 ml";"http://www.bcfi.be/nl/contents/jump?amppid=2253";"http://www.bcfi.be/nl/contents/jump?amppid=2253&view=pvt"
"0050732";"Isuprel inf. oploss. (conc.) i.v. [amp.] 5 x 0,2 mg / 1 ml";"http://www.bcfi.be/nl/contents/jump?amppid=2113";"http://www.bcfi.be/nl/contents/jump?amppid=2113&view=pvt"
"2161768";"Reparil maagsapresist. tabl. 100 x 20 mg";"http://www.bcfi.be/nl/contents/jump?amppid=34793";"http://www.bcfi.be/nl/contents/jump?amppid=34793&view=pvt"
"3262565";"Exelon (PIP) harde caps. 56 x 1,5 mg";"http://www.bcfi.be/nl/contents/jump?amppid=132829";"http://www.bcfi.be/nl/contents/jump?amppid=132829&view=pvt"
"0104745";"Buscopan omh. tabl. 50 x 10 mg";"http://www.bcfi.be/nl/contents/jump?amppid=4671";"http://www.bcfi.be/nl/contents/jump?amppid=4671&view=pvt"
"0085050";"Syntocinon inj./inf. oploss. i.m./i.v. [amp.] 5 x 10 IE / 1 ml";"http://www.bcfi.be/nl/contents/jump?amppid=3715";"http://www.bcfi.be/nl/contents/jump?amppid=3715&view=pvt"
"0094672";"Ventolin siroop oploss. 150 ml 2 mg / 5 ml";"http://www.bcfi.be/nl/contents/jump?amppid=4051";"http://www.bcfi.be/nl/contents/jump?amppid=4051&view=pvt"
"2987931";"Urgotul Ag Lite verband Border 16 x (10 x 12 cm)";"http://www.bcfi.be/nl/contents/jump?amppid=130468";"http://www.bcfi.be/nl/contents/jump?amppid=130468&view=pvt"
"0094862";"Ventolin tabl. 100 x 2 mg";"http://www.bcfi.be/nl/contents/jump?amppid=4069";"http://www.bcfi.be/nl/contents/jump?amppid=4069&view=pvt"
"0100974";"Aldactone filmomh. tabl. 50 x 25 mg";"http://www.bcfi.be/nl/contents/jump?amppid=4432";"http://www.bcfi.be/nl/contents/jump?amppid=4432&view=pvt"
"0101626";"Anafranil inf. oploss. i.v. [amp.] 10 x 25 mg / 2 ml";"http://www.bcfi.be/nl/contents/jump?amppid=4465";"http://www.bcfi.be/nl/contents/jump?amppid=4465&view=pvt"
"2408433";"Carbonet verband 10 x (10 x 20 cm)";"http://www.bcfi.be/nl/contents/jump?amppid=105726";"http://www.bcfi.be/nl/contents/jump?amppid=105726&view=pvt"
"2383388";"Microtrast or. pasta 150 g 700 mg / 1 g";"http://www.bcfi.be/nl/contents/jump?amppid=61085";"http://www.bcfi.be/nl/contents/jump?amppid=61085&view=pvt"
"0120139";"Mitosyl 200/270 zalf 65 g";"http://www.bcfi.be/nl/contents/jump?amppid=5652";"http://www.bcfi.be/nl/contents/jump?amppid=5652&view=pvt"
"2843720";"Biatain Silicone verband 5 x (15 x 15 cm)";"http://www.bcfi.be/nl/contents/jump?amppid=129627";"http://www.bcfi.be/nl/contents/jump?amppid=129627&view=pvt"
"3482353";"Vizarsin orodisp. tabl. 24 x 50 mg";"http://www.bcfi.be/nl/contents/jump?amppid=135889";"http://www.bcfi.be/nl/contents/jump?amppid=135889&view=pvt"
"0104984";"Caladryl 80/10 crème 42 g";"http://www.bcfi.be/nl/contents/jump?amppid=4705";"http://www.bcfi.be/nl/contents/jump?amppid=4705&view=pvt"
"2408359";"Algisite M wiek 5 x (2 x 30 cm)";"http://www.bcfi.be/nl/contents/jump?amppid=105650";"http://www.bcfi.be/nl/contents/jump?amppid=105650&view=pvt"
"0103861";"Betnelan V crème 30 g 1 mg / 1 g";"http://www.bcfi.be/nl/contents/jump?amppid=4622";"http://www.bcfi.be/nl/contents/jump?amppid=4622&view=pvt"
"0107722";"Depo-Provera inj. susp. verl. afgifte i.m. [flac.] 1 x 500 mg / 3,3 ml";"http://www.bcfi.be/nl/contents/jump?amppid=4952";"http://www.bcfi.be/nl/contents/jump?amppid=4952&view=pvt"
"0615211";"Atarax filmomh. tabl. (deelb.) 50 x 25 mg";"http://www.bcfi.be/nl/contents/jump?amppid=9852";"http://www.bcfi.be/nl/contents/jump?amppid=9852&view=pvt"
"0125815";"Postafene tabl. (deelb.) 25 x 25 mg";"http://www.bcfi.be/nl/contents/jump?amppid=5876";"http://www.bcfi.be/nl/contents/jump?amppid=5876&view=pvt"
"0108423";"Depo-Provera inj. susp. verl. afgifte i.m. [voorgev. spuit] 1 x 150 mg / 1 ml";"http://www.bcfi.be/nl/contents/jump?amppid=4986";"http://www.bcfi.be/nl/contents/jump?amppid=4986&view=pvt"
"0110395";"Euglucon tabl. (deelb.) 100 x 5 mg";"http://www.bcfi.be/nl/contents/jump?amppid=5116";"http://www.bcfi.be/nl/contents/jump?amppid=5116&view=pvt"
"0110882";"Endoxan omh. tabl. 50 x 50 mg";"http://www.bcfi.be/nl/contents/jump?amppid=5157";"http://www.bcfi.be/nl/contents/jump?amppid=5157&view=pvt"
"0113969";"Gyno-Daktarin vag. crème 78 g 20 mg / 1 g";"http://www.bcfi.be/nl/contents/jump?amppid=5348";"http://www.bcfi.be/nl/contents/jump?amppid=5348&view=pvt"
"0090233";"TriAnal 50/0,5 zetpil 10 x";"http://www.bcfi.be/nl/contents/jump?amppid=3848";"http://www.bcfi.be/nl/contents/jump?amppid=3848&view=pvt"
"0114595";"Haldol druppels oploss. 30 ml 2 mg / 1 ml";"http://www.bcfi.be/nl/contents/jump?amppid=5363";"http://www.bcfi.be/nl/contents/jump?amppid=5363&view=pvt"
"0115808";"Inderal filmomh. tabl. (deelb.) 50 x 10 mg";"http://www.bcfi.be/nl/contents/jump?amppid=5421";"http://www.bcfi.be/nl/contents/jump?amppid=5421&view=pvt"
"0117093";"Kenacort A inj. susp. verl. afgifte i.derm./i.artic. [flac.] 1 x 5 ml 10 mg / 1 ml";"http://www.bcfi.be/nl/contents/jump?amppid=5454";"http://www.bcfi.be/nl/contents/jump?amppid=5454&view=pvt"
"0119172";"Maxidex ocul. druppels susp. 5 ml 1 mg / 1 ml";"http://www.bcfi.be/nl/contents/jump?amppid=5561";"http://www.bcfi.be/nl/contents/jump?amppid=5561&view=pvt"
"0121012";"Neobacitracine 500/5 auric./cut./nas./ocul. druppels susp. (pdr. + solv.) 10 ml";"http://www.bcfi.be/nl/contents/jump?amppid=5710";"http://www.bcfi.be/nl/contents/jump?amppid=5710&view=pvt"
"0125575";"Plaquenil filmomh. tabl. 100 x 200 mg";"http://www.bcfi.be/nl/contents/jump?amppid=5868";"http://www.bcfi.be/nl/contents/jump?amppid=5868&view=pvt"
"0126342";"Primperan inj. oploss. i.m./i.v. [amp.] 6 x 10 mg / 2 ml";"http://www.bcfi.be/nl/contents/jump?amppid=5918";"http://www.bcfi.be/nl/contents/jump?amppid=5918&view=pvt"
"0128272";"Rovamycine filmomh. tabl. 16 x 1 500 000 IE";"http://www.bcfi.be/nl/contents/jump?amppid=6015";"http://www.bcfi.be/nl/contents/jump?amppid=6015&view=pvt"
"0130294";"Solu-Cortef inj./inf. oploss. (pdr. + solv.) i.m./i.v. [flac.] 1 x 250 mg";"http://www.bcfi.be/nl/contents/jump?amppid=6155";"http://www.bcfi.be/nl/contents/jump?amppid=6155&view=pvt"
"0139592";"Aspegic inj. oploss. (pdr. + solv.) i.m./i.v. [flac. + amp.] 6 x 500 mg";"http://www.bcfi.be/nl/contents/jump?amppid=6619";"http://www.bcfi.be/nl/contents/jump?amppid=6619&view=pvt"
"2371771";"Simvastatine EG filmomh. tabl. (deelb.) 28 x 20 mg";"http://www.bcfi.be/nl/contents/jump?amppid=7658";"http://www.bcfi.be/nl/contents/jump?amppid=7658&view=pvt"
"3028180";"Zoledroninezuur Mylan inf. oploss. (conc.) i.v. [flac.] 1 x 4 mg / 5 ml";"http://www.bcfi.be/nl/contents/jump?amppid=71779";"http://www.bcfi.be/nl/contents/jump?amppid=71779&view=pvt"
"0130336";"Solu-Medrol inj./inf. oploss. (pdr. + solv.) i.m./i.v. [flac.] 1 x 40 mg";"http://www.bcfi.be/nl/contents/jump?amppid=6171";"http://www.bcfi.be/nl/contents/jump?amppid=6171&view=pvt"
"3391398";"Lipertance 20/10/5 filmomh. tabl. 30 x";"http://www.bcfi.be/nl/contents/jump?amppid=138727";"http://www.bcfi.be/nl/contents/jump?amppid=138727&view=pvt"
"3391406";"Lipertance 20/10/5 filmomh. tabl. 90 x";"http://www.bcfi.be/nl/contents/jump?amppid=138735";"http://www.bcfi.be/nl/contents/jump?amppid=138735&view=pvt"
"0321596";"Fraxiparine inj. oploss. s.c. [voorgev. spuit] 10 x 3 800 IE anti-Xa / 0,4 ml";"http://www.bcfi.be/nl/contents/jump?amppid=7765";"http://www.bcfi.be/nl/contents/jump?amppid=7765&view=pvt"
"0431569";"Fraxiparine inj. oploss. s.c. [voorgev. spuit] 10 x 5 700 IE anti-Xa / 0,6 ml";"http://www.bcfi.be/nl/contents/jump?amppid=8391";"http://www.bcfi.be/nl/contents/jump?amppid=8391&view=pvt"
"0468819";"Propranolol EG harde caps. verl. afgifte Retard 56 x 160 mg";"http://www.bcfi.be/nl/contents/jump?amppid=8920";"http://www.bcfi.be/nl/contents/jump?amppid=8920&view=pvt"
"0676296";"Primperan tabl. (deelb.) 30 x 10 mg";"http://www.bcfi.be/nl/contents/jump?amppid=10512";"http://www.bcfi.be/nl/contents/jump?amppid=10512&view=pvt"
"3360179";"Vizarsin orodisp. tabl. 12 x 100 mg";"http://www.bcfi.be/nl/contents/jump?amppid=131524";"http://www.bcfi.be/nl/contents/jump?amppid=131524&view=pvt"
