"HyrCV";"HYR";"MPGRP";"TI";"INTRO";"POS"
"0002964";"CDC";false;"NK<SUB>1</SUB>-antagonisten";"Aprepitant en netupitant (enkel beschikbaar in associatie, [zie 3.4.4. Associaties van anti-emetica](http://www.bcfi.be/nl/contents/25544)) zijn antagonisten ter hoogte van de neurokinine-1(NK1)-receptoren voor ''substance P”. Fosaprepitant is een prodrug die snel omgezet wordt tot aprepitant. **_Plaatsbepaling_** - [Zie 3.4. Anti-emetica](http://www.bcfi.be/nl/contents/2816) **_Indicaties (synthese van de SKP)_** - Nausea en braken door bepaalde chemotherapeutica met sterk emetisch effect, in combinatie met een 5HT3-antagonist en een corticosteroïd. **_Ongewenste effecten_** - Hoofdpijn, asthenie, hik, obstipatie, diarree, stijging van de transaminasen. - Fosaprepitant: ook reacties ter hoogte van de injectieplaats. **_Interacties_** - Aprepitant en fosaprepitant zijn substraten en inhibitoren van CYP3A4 en inductoren van CYP2C9 ([zie % in Inl.6.3. Interacties van geneesmiddelen](http://www.bcfi.be/nl/contents/9990243#cyp)), met door inductie van CYP2C9, verminderd effect van vitamine K-antagonisten.";"_"
"0002972";"CDCA";true;"Specialiteiten [NK1-antagonisten]";"_";"_"
"0002626";"CAB";false;"Antacida";"**_Plaatsbepaling_** - [Zie 3.1. Maag- en duodenumpathologie](http://www.bcfi.be/nl/contents/2493) - Met de antacida in de gebruikelijke doses wordt bij ulceraties van oesofagus, maag en duodenum een vermindering van de pijn gezien, maar de genezing wordt waarschijnlijk niet versneld. - Het nut van associaties van antacida onderling is niet bewezen. - De meerwaarde van toevoegen van alginaat of lidocaïne ten opzichte van enkel een antacidum is niet bewezen. **_Indicaties (synthese van de SKP)_** - Dyspepsie, gastritis. - Pyrosis, lichte of weinig frequente refluxsymptomen. **_Contra-indicaties_** - Hypofosfatemie voor de aluminiumzouten, magnesiumcarbonaat en magnesiumtrisilicaat. **_Ongewenste effecten_** - Natriumwaterstofcarbonaat: hypokaliëmie, alkalose, zoutretentie en oedeem, maaguitzetting en flatulentie door vorming van CO2. - Calciumcarbonaat: obstipatie, alkalose en hypercalciëmie. - Magnesiumhydroxide: diarree, magnesiumretentie vooral bij nierinsufficiëntie. - Algeldraat (aluminiumhydroxide): obstipatie en vorming in de darm van onoplosbaar aluminiumfosfaat, met risico van osteomalacie. Niettegenstaande de geringe resorptie kan bij nierinsufficiëntie toch accumulatie van aluminium optreden, met encefalopathie, osteodystrofie en anemie. **_Interacties_** - Gewijzigde resorptie van andere geneesmiddelen door verandering van de maag-pH (bv. verminderde resorptie van itraconazol, van ijzer, van bepaalde protease-inhibitoren en proteïnekinase-inhibitoren) of door vorming van niet-resorbeerbare complexen (bv. verminderde resorptie van tetracyclines en van chinolonen). Een interval van enkele uren tussen de innames is aangewezen. - Natriumwaterstofcarbonaat: beïnvloeding van de urinaire excretie van andere geneesmiddelen en verhoogde kans op nierstenen door alkalinisatie van de urine. - Aluminiumhydroxide: encefalopathie bij patiënten met nierinsufficiëntie bij associëren met citraat (aanwezig in veel bruistabletten) of ascorbinezuur. **_Bijzondere voorzorgen_** - Bij chronisch gebruik van antacida moet men steeds alert zijn op alarmsymptomen zoals dysfagie, vermagering of bloedingen, die kunnen wijzen op maligniteit. - De inname van natrium bij gebruik van natriumwaterstofcarbonaat kan problemen geven bij patiënten op streng zoutarm dieet. - Aluminium- en magnesiumzouten: voorzichtigheid is geboden bij patiënten met nierinsufficiëntie. **_Dosering_** - De hier vermelde producten worden in principe meerdere malen per dag ingenomen, o.a. in functie van de last.";"_"
"0002634";"CABA";true;"Specialiteiten [Antacida]";"_";"_"
"0002642";"CAC";false;"Varia";"**_Plaatsbepaling_** - De associatie van bismut + metronidazol + tetracycline wordt, in combinatie met omeprazol, gebruikt voor de eradicatie van _H. pylori_ bij de behandeling van maag- en duodenumulcus, bijvoorbeeld bij falen van de referentiebehandeling ([zie 3.1. Maag- en duodenumpathologie](http://www.bcfi.be/nl/contents/2493) _en_ [Folia april 2015](http://www.bcfi.be/nl/articles/query?number=F42N04C)). **_Contra-indicaties_** - **Zwangerschap.** **_Ongewenste effecten_** - Deze van de bestanddelen: bismut (zwarte verkleuring van feces en tong, stomatitis); metronidazol ([zie 11.3.3.1. Nitro-imidazoolderivaten](http://www.bcfi.be/nl/contents/10645)); tetracycline ([zie 11.1.3. Tetracyclines](http://www.bcfi.be/nl/contents/9902)). **_Zwangerschap en borstvoeding_** - **De associatie is gecontra-indiceerd gedurende de ganse duur van de zwangerschap omwille van de aanwezigheid van tetracycline** (**[zie 11.1.3. Tetracyclines](http://www.bcfi.be/nl/contents/9902)**).";"_"
"0002659";"CACA";true;"Specialiteiten [Varia]";"_";"_"
"0002667";"CB";false;"Spasmolytica";"De spasmolytica voorgesteld voor behandeling van blaasfunctiestoornissen worden besproken in [ 7.1. Blaasfunctiestoornissen](http://www.bcfi.be/nl/contents/6056) **_Plaatsbepaling_** - De plaats van deze producten is onduidelijk. De orale preparaten kunnen kortdurend als symptomatische behandeling van prikkelbaredarmsyndroom gebruikt worden; ze zijn niet aangewezen bij aandoeningen van slokdarm en maag. - De spasmolytica werken direct in op de gladde spiercel, met weinig anticholinerge effecten, behalve butylhyoscine (syn. butylscopolamine) dat een anticholinergicum is. - Pepermuntolie wordt voorgesteld voor de behandeling van prikkelbaredarmsyndroom [[zie Folia juli 2013](http://www.bcfi.be/nl/articles/query?number=F40N07D)]. - Nierkoliek is geen indicatie voor spasmolytica [[zie Folia november 2003](http://www.bcfi.be/nl/articles/query?number=F30N11D)]. **_Indicaties (synthese van de SKP)_** - Spastische pijntoestanden zoals bij prikkelbaredarmsyndroom. **_Contra-indicaties_** - Butylhyoscine: deze van de anticholinergica ([zie Inl.6.2.3. Anticholinerge ongewenste effecten](http://www.bcfi.be/nl/contents/9990177)). - Papaverine: leverinsufficiëntie, ernstige cardiovasculaire aandoeningen. **_Ongewenste effecten_** - Alverine: allergische reacties zoals exantheem of urticaria, hoofdpijn. - Butylhyoscine: de klassieke anticholinerge ongewenste effecten ([zie Inl.6.2.3. Anticholinerge ongewenste effecten](http://www.bcfi.be/nl/contents/9990177)). - Pepermunt: hoofdpijn, brandend gevoel perianaal, pyrosis; zelden allergie. - Papaverine: hepatotoxiciteit, hartaritmieën bij te snelle intraveneuze injectie. **_Interacties_** - Butylhyoscine: verminderd effect van gastroprokinetica.";"_"
"0002675";"CBA";true;"Alverine";"_";"120 à 360 mg p.d. in 1 à 3 doses"
"0002683";"CBB";true;"Butylhyoscine";"_";"tot 60 mg p.d. in meerdere doses"
"0002691";"CBC";true;"Mebeverine";"_";"400 à 800 mg p.d. in 3 doses (of 2 doses voor verlengde afgifte)"
"0019562";"CBD";true;"Pepermunt (Mentha x piperita)";"_";"182 à 1092 mg p.d. in 1 à 3 doses"
"0002709";"CBE";true;"Otilonium";"_";"80 à 120 mg p.d. in 2 à 3 doses"
"0019687";"CBF";true;"Papaverine";"_";"_"
"0020818";"CBG";true;"Varia";"**_Plaatsbepaling_** - Simeticon wordt zonder veel argumenten gebruikt bij symptomen te wijten aan een overmaat aan darmgassen. **_Dosering_** - Voor de hieronder vermelde middelen wordt geen dosering gegeven, gezien de twijfel over hun doeltreffendheid.";"_"
"0002725";"CC";false;"Lever-, galblaas- en pancreaspathologie";"In dit hoofdstuk worden achtereenvolgens besproken: - ursodesoxycholzuur - cholagoga, choleretica en hepatotropica - spijsverteringsenzymen. Volgende onderwerpen worden elders besproken. - Intoxicatie met paracetamol met risico van levernecrose: intraveneuze toediening van acetylcysteïne is noodzakelijk ([zie 8.2.1. Paracetamol](http://www.bcfi.be/nl/contents/6429)). - Intoxicatie met _Amanita phalloides_: silibinine ([zie 20.1. Antidota en chelatoren](http://www.bcfi.be/nl/contents/19190)). - Preventie van hepatitis A ([zie 12.1.1.6. Vaccin tegen hepatitis A](http://www.bcfi.be/nl/contents/11320)) en hepatitis B ([zie 12.1.1.7. Vaccin tegen hepatitis B](http://www.bcfi.be/nl/contents/11346)) - Chronische hepatitis B en C: diverse immunomodulatoren, middelen tegen retrovirale virussen, ribavirine of specifieke antivirale middelen ([zie 11.4.4. Middelen bij chronische hepatitis B ](http://www.bcfi.be/nl/contents/11213)).";"_"
"0025544";"CDD";false;"Associaties van anti-emetica";"**_Plaatsbepaling_** - [Zie 3.4. Anti-emetica](http://www.bcfi.be/nl/contents/2816) - Palonosetron is een 5HT3-antagonist ([zie 3.4.2. 5HT3-antagonisten](http://www.bcfi.be/nl/contents/2915)). - Netupitant is een NK1-antagonist die enkel beschikbaar is in associatie. **_Indicaties (synthese van de SKP)_** - Nausea en braken door bepaalde chemotherapeutica met matig of sterk emetisch effect. **_Contra-indicaties, ongewenste effecten en bijzondere voorzorgen_** - Deze van de bestanddelen ([zie 3.4.2. 5HT3-antagonisten](http://www.bcfi.be/nl/contents/2915) _en_ [3.4.3. NK1-antagonisten](http://www.bcfi.be/nl/contents/2964)). **_Interacties_** - Netupitant is een substraat en inhibitor van CYP3A4 ([zie % in Inl.6.3. Interacties van geneesmiddelen](http://www.bcfi.be/nl/contents/9990243#cyp)).";"_"
"0025551";"CDDA";true;"Specialiteiten [Associaties van anti-emetica]";"_";"_"
"0006619";"HCAM";true;"Tramadol";"_";"_per os:_ 100 à 400 mg p.d. in 3 à 4 doses (of in 1 à 2 doses voor verlengde afgifte). **Het aantal druppels tramadol per milliliter kan verschillen naargelang de specialiteit. Dit wordt vermeld onder elke specialiteit.**"
"0002733";"CCA";false;"Ursodesoxycholzuur";"Ursodesoxycholzuur, een galzuur, verandert de samenstelling van het galvocht, onder meer door vermindering van de concentratie aan cholesterol. **_Plaatsbepaling_** - Ursodesoxycholzuur wordt bij cholesterollithiasis gebruikt indien er in een functionele galblaas radiotransparante microlithiasis aanwezig is, en chirurgische interventie gecontra-indiceerd is. Het gebruik van ursodesoxycholzuur ter preventie van recidieven van intrahepatische lithiasis of galwegenlithiasis is controversieel. - Het is de eerstekeuzebehandeling van primaire biliaire cholangitis. Het geeft, indien vroegtijdig toegediend, een verbetering van de biochemische en histologische parameters. De invloed op de overleving is onduidelijk. Het effect op moeheid en pruritus is wisselend. - De onderbouwing van het gebruik van ursodesoxycholzuur bij primaire scleroserende cholangitis is zwak. - Bij intrahepatische cholestase van de zwangerschap (indicatie niet vermeld in de SKP) geeft ursodesoxycholzuur vermindering van de jeuk en verbetering van de levertesten, maar er is geen bewijs dat de behandeling de foetale morbiditeit of mortaliteit verbetert [[zie Folia maart 2013](http://www.bcfi.be/nl/articles/query?number=F40N03C)]. **_Indicaties (synthese van de SKP)_** - Microlithiasis in de galblaas. - Primaire biliaire cholangitis en mogelijk primaire scleroserende cholangitis. **_Contra-indicaties_** - Radio-opake galstenen, niet-functionerende galblaas, frequente galkolieken. - Acute ontsteking van de galblaas; van de dunne darm, dikke darm of lever met interferentie met de enterohepatische cyclus van galzouten. **_Ongewenste effecten_** - Diarree en andere gastro-intestinale stoornissen.";"_"
"0002741";"CCAA";true;"Specialiteiten [Ursodesoxycholzuur]";"_";"_"
"0002758";"CCB";false;"Cholagoga, choleretica en hepatotropica";"Deze stoffen worden voorgesteld voor een brede waaier van symptomen in de hepatobiliaire sfeer. **_Plaatsbepaling_** - Er bestaan onvoldoende gegevens over de werkzaamheid van deze producten. Aanwenden van artisjok (_Cynara scolymus_), linde (_Tilia sylvestris_), rozemarijn (_Rosmarinus officinalis_) en mariadistel (_Silybum marianum_) berust op “traditioneel gebruik” [[zie Folia april 2011](http://www.bcfi.be/nl/articles/query?number=F38N04E)]. - Sommige van deze producten zijn gecontra-indiceerd bij leverinsufficiëntie. **_Ongewenste effecten_** - De ongewenste effecten van dergelijke preparaten zijn niet goed bekend; voor sommige preparaten zijn gastro-intestinale stoornissen, allergie en levertoxiciteit beschreven.";"_"
"0002766";"CCBA";true;"Specialiteiten [Cholagoga, choleretica en hepatotropica]";"_";"_"
"0002774";"CCC";false;"Spijsverteringsenzymen";"Pancreatine bevat verschillende enzymen waaronder amylasen, lipasen en proteasen. Deze enzymen worden in de maag geïnactiveerd, en maagzuurresistente omhulling is nodig; vooraf kan een PPI gegeven worden. **_Indicaties (synthese van de SKP)_** - Exocriene pancreasinsufficiëntie. **_Ongewenste effecten_** - Gastro-intestinale last, buccale en perianale irritatie, allergische reacties. - Vernauwing van caecum en colon ascendens (_fibrosing colonopathy_) bij kinderen met mucoviscidose die langdurig behandeld werden met hoge doses pancreasenzymen. **_Dosering_** - Naargelang de noodzaak, maximaal 10.000 E lipase/kg/dag (eenheden zoals gedefinieerd in de Europese Farmacopee).";"_"
"0002782";"CCCA";true;"Pancreatine";"_";"_"
"0002816";"CD";false;"Anti-emetica";"Bij braken wordt vooral gebruik gemaakt van: - gastroprokinetica - 5HT3-antagonisten - NK1-antagonisten. In mindere mate is er ook plaats voor: - corticosteroïden ([zie 5.4. Corticosteroïden](http://www.bcfi.be/nl/contents/4887)). - bepaalde H1-antihistaminica ([zie 12.4.1. H1-antihistaminica](http://www.bcfi.be/nl/contents/12336)) - bepaalde antipsychotica ([zie 10.2. Antipsychotica](http://www.bcfi.be/nl/contents/7799)) - scopolaminehydrobromide (syn. hyoscinehydrobromide). **_Plaatsbepaling_** - Symptomatische behandeling van nausea en braken is slechts verantwoord na opsporen van mogelijke oorzaken. Metoclopramide en domperidon zijn het best bestudeerd. - Braken na overdreven inname van voedsel of alcohol vraagt gewoonlijk geen specifieke behandeling. - Inname van medicatie kan oorzaak zijn van nausea en braken: de toediening van de verantwoordelijke medicatie zal in de mate van het mogelijke worden stopgezet. - Ter preventie van bewegingsziekte (reisziekte) kan medicatie overwogen worden [[zie Folia mei 2011](http://www.bcfi.be/nl/articles/query?number=F38N05B)]. - H1-antihistaminica met een anti-emetisch effect ([zie 12.4.1. H1-antihistaminica](http://www.bcfi.be/nl/contents/12336)), toegediend ½ tot 1 uur vóór het vertrek; o.a. cyclizine (niet als specialiteit beschikbaar in België), promethazine, difenhydramine, dimenhydrinaat en meclozine werden gebruikt in studies. Bij langdurende reizen kan na enkele uren een tweede dosis overwogen worden. - Domperidon en metoclopramide ([zie 3.4.1. Gastroprokinetica](http://www.bcfi.be/nl/contents/2824)) zijn waarschijnlijk niet doeltreffend. - Bepaalde cytostatica en radiotherapie kunnen misselijkheid en braken veroorzaken, wat (preventief) toedienen van anti-emetica noodzakelijk maakt. Afhankelijk van het type chemotherapie en het emetogene effect (hoog, intermediair of laag) kunnen 5HT3-antagonisten, NK1-antagonisten, alizapride of metoclopramide worden toegediend. Bij persisterend braken na chemotherapie kunnen corticosteroïden worden gebruikt in combinatie met klassieke anti-emetica. - Ter preventie van postoperatieve nausea en braken worden vaak 5HT3-antagonisten, corticosteroïden, metoclopramide of lage doses droperidol toegediend al dan niet associatie [[zie Folia juli 2016](http://www.bcfi.be/nl/articles/query?number=F43N07B)]. **_Zwangerschap en borstvoeding_** - Nausea en braken tijdens de zwangerschap - nausea en braken bij het begin van de zwangerschap verdwijnen in de meeste gevallen spontaan of door een aangepast dieet. Slechts in zeldzame gevallen is een anti-emeticum nodig. **Daarbij is speciale voorzichtigheid geboden, gezien het gaat om de kritische periode van de organogenese.** - voor geen enkel anti-emeticum zijn er duidelijke bewijzen omtrent afwezigheid van teratogeniteit. - wanneer beslist wordt te behandelen, is metoclopramide of meclozine te verkiezen [[zie Folia maart 2012](http://www.bcfi.be/nl/articles/query?number=F39N03C)]. - bij ernstige vormen van hyperemesis gravidarum werden met ondansetron geen problemen gerapporteerd [[zie Folia december 2013](http://www.bcfi.be/nl/articles/query?number=F40N12C)].";"_"
"0002824";"CDA";false;"Gastroprokinetica";"Alizapride, domperidon en metoclopramide zijn structureel verwant met de antipsychotica. Ze verhogen de tonus van de onderste oesofageale sfincter en de gecoördineerde antroduodenale peristaltiek, met versnelde maaglediging als gevolg. **_Plaatsbepaling_** - [Zie 3.4. Anti-emetica](http://www.bcfi.be/nl/contents/2816) - Domperidon wordt soms gebruikt om de lactatie te bevorderen (indicatie niet vermeld in de SKP), maar of dit klinisch relevante voordelen biedt, is controversieel. **_Indicaties (synthese van de SKP)_** - Nausea en braken van verschillende oorsprong. - Persisterende hik (metoclopramide intraveneus). **_Contra-indicaties_** - Alizapride en metoclopramide: antecedenten van tardieve dyskinesie door antipsychotica; feochromocytoom. - Metoclopramide: gecontra-indiceerd bij kinderen jonger dan 1 jaar en niet aanbevolen bij kinderen en adolescenten [[zie Folia oktober 2013](http://www.bcfi.be/nl/articles/query?number=F40N10D)]. - Domperidon: prolactinoom; risicofactoren voor QT-verlenging (genetisch, medicamenteus); gelijktijdig gebruik van andere geneesmiddelen die het QT-interval verlengen en van CYP3A4-inhibitoren (_zie rubriek “Ongewenste effecten”_); leverinsufficiëntie. **_Ongewenste effecten_** - Hyperprolactinemie, in zeldzame gevallen verantwoordelijk voor galactorree of impotentie. - Centrale verschijnselen: slaperigheid en, vooral bij kinderen en adolescenten, extrapiramidale stoornissen. Tardieve dyskinesie bij langdurig gebruik, vooral bij ouderen, minder frequent met domperidon. - Zelden: abdominale krampen of diarree. - Metoclopramide intraveneus: ook risico van ernstige bradycardie. - Domperidon: ook **verlenging van het QT-interval** bij jonge kinderen, bij hoge doses (&gt; 30 mg p.d.) en bij patiënten ouder dan 60 jaar. De gegevens over een eventueel risico van _torsades de pointes_ en plotse dood, zijn beperkt [[zie Folia juni 2013](http://www.bcfi.be/nl/articles/query?number=F40N06G), [april 2014](http://www.bcfi.be/nl/articles/query?number=F41N04H), [oktober 2014](http://www.bcfi.be/nl/articles/query?number=F41N10D) _en_ [Folia juli 2015](http://www.bcfi.be/nl/articles/query?number=F42N07C)]; voor de risicofactoren voor QT-verlenging en _torsades de pointes_, [zie Inl.6.2.2. QT-verlenging en torsades de pointes](http://www.bcfi.be/nl/contents/9990169) **_Zwangerschap en borstvoeding_** - [Zie 3.4. Anti-emetica](http://www.bcfi.be/nl/contents/2816) - Metoclopramide en domperidon worden omwille van hun effect op de prolactineproductie soms gegeven om de lactatie te bevorderen, maar de doeltreffendheid en de veiligheid voor het kind zijn onvoldoende onderbouwd. **_Interacties_** - Versnellen van de maaglediging, met vertraagde resorptie van sommige geneesmiddelen (bv. digoxine) en versnelde resorptie van andere geneesmiddelen (bv. acetylsalicylzuur, ciclosporine, paracetamol). - Verminderd effect van gastroprokinetica bij associëren met middelen met anticholinerge werking. - Versterken van de ongewenste effecten van antipsychotica. - Metoclopramide: verminderd effect van levodopa en dopamine-agonisten. - Metoclopramide en alizapride: overdreven sedatie bij associëren met andere geneesmiddelen met sederend effect of met alcohol. - Domperidon: verhoogd risico van _torsades de pointes_ bij associëren met andere middelen die het risico van QT-verlenging verhogen ([zie Inl.6.2.2. QT-verlenging en torsades de pointes](http://www.bcfi.be/nl/contents/9990169)). - Domperidon is een substraat van CYP3A4 ([zie % in Inl.6.3. Interacties van geneesmiddelen](http://www.bcfi.be/nl/contents/9990243#cyp)). **_Bijzondere voorzorgen_** - Domperidon: gezien het risico van QT-verlenging is voorzichtigheid geboden bij jonge kinderen, ouderen en patiënten met elektrolytenstoornissen of onderliggend hartlijden (_zie rubriek “Ongewenste effecten”_). - Metoclopramide wordt best niet gebruikt bij kinderen en adolescenten wegens verhoogd risico van extrapiramidale stoornissen in deze leeftijdsgroepen; de dosis bij volwassenen (eender welke toedieningsweg) mag maximum 10 mg 3 maal daags bedragen, en de behandelingsduur maximum 5 dagen [[zie Folia oktober 2013](http://www.bcfi.be/nl/articles/query?number=F40N10D)]. - Metoclopramide en alizapride: dosis verminderen bij nierinsufficiëntie, voorzichtig te gebruiken bij ziekte van Parkinson. - Het natriumgehalte van bruispreparaten (tabletten, poeders, granulaten) kan problemen geven bij patiënten op streng zoutarm dieet.";"_"
