"MPcv";"Hyrcv";"Hyr_";"MPnm";"IRCV";"BT";"note";"pos";"WadaN";"WadaF";"rank";"nmcv";"Orphan";"SpecRules";"Narcotic";"Amb";"Hosp"
"27474-2014";"0001503";"AKA";"TriAnal vitis";"02014";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"13292-935";"0020701";"EAIA";"Invokana";"00935";true;"_";"_";"_";"_";0;0;false;false;false;true;false
"29595-240";"0020727";"MICC";"Xtandi";"00240";true;"_";"_";"_";"_";0;0;false;false;false;true;false
"15313-265";"0016147";"RBC";"Linisol";"00265";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"8995-257";"0016139";"RBA";"Emla";"00257";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"27789-1164";"0016014";"QDAA";"Tyrothricine-Lidocaine";"01164";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"15040-91";"0008771";"JGACA";"Levetiracetam Actavis";"00091";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"8623-1636";"0012435";"LDAAD";"Ebastine Sandoz";"01636";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"17384-2113";"0008110";"JCDC";"Mirtazapin AB";"02113";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"13623-885";"0013847";"OAAM";"Iso-Betadine";"00885";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"26153-1818";"0000166";"AADF";"Telmisartan / HCTZ Teva";"01818";false;"_";"_";"D";"D";0;0;false;false;false;true;false
"18812-2071";"0014688";"OIA";"NexoBrid";"02071";true;"_";"_";"_";"_";0;0;true;false;false;true;false
"15453-1818";"0000943";"AGAF";"Lisinopril Teva";"01818";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"27466-2014";"0003483";"CHAB";"TriAnal";"02014";false;"_";"_";"C,c";"C,c";0;0;false;false;false;true;false
"18093-91";"0012104";"LCAEA";"Mycophenolaatmofetil Actavis";"00091";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"30569-216";"0001578";"ALAC";"Pravastatine Apotex";"00216";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"16071-2022";"0004002";"DBBAA";"Lysomucil";"02022";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"6973-406";"0006437";"HBAA";"Dafalgan";"00406";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"11155-802";"0005843";"FEBA";"Fostimon";"00802";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"16428-1602";"0016014";"QDAA";"Medica";"01602";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"8821-1636";"0005348";"FBAAB";"Eleonor 20";"01636";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"28670-810";"0016139";"RBA";"Versatis";"00810";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"15305-1446";"0010132";"KADB";"Lincocin";"01446";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"29975-257";"0000943";"AGAF";"Zestril";"00257";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"8714-2006";"0016600";"OLI";"Efalith";"02006";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"12658-1222";"0007294";"IEBC";"Ibandronate Mithra";"01222";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"12203-1800";"0003483";"CHAB";"Hemosedan";"01800";false;"_";"_";"c";"c";0;0;false;false;false;true;false
"30676-1024";"0017707";"EEEB";"Siroctid";"01024";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"30684-828";"0021147";"EAFA";"Eperzan";"00828";true;"_";"_";"_";"_";0;0;false;false;false;true;false
"19422-1263";"0010504";"KBCD";"Noxafil";"01263";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"12856-885";"0003368";"CFCA";"Imodium";"00885";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"3004-1172";"0018879";"LDAAA";"Bellozal";"01172";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"19588-1370";"0002261";"BBAF";"Octaplex";"01370";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"30817-1636";"0006981";"IAAEA";"Celecoxib Sandoz";"01636";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"12856-943";"0003368";"CFCA";"Imodium";"00943";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"30668-67";"0007336";"IEBF";"Zoledroninezuur Accord";"00067";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"22939-828";"0003780";"DAEA";"Relvar";"00828";true;"_";"_";"B2";"B2";0;0;false;false;false;true;false
"15685-612";"0003368";"CFCA";"Loperamide EG";"00612";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"30635-1800";"0025445";"EAJA";"Vipdomet";"01800";true;"_";"_";"_";"_";0;0;false;false;false;true;false
"27334-1743";"0003368";"CFCA";"Transityl";"01743";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"20917-1636";"0006437";"HBAA";"Paracetamol Sandoz";"01636";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"21741-1636";"0008573";"JFBC";"Pramipexol Sandoz";"01636";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"15693-1818";"0003368";"CFCA";"Loperamide Teva";"01818";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"687-1115";"0018655";"CEHB";"Agiolax";"01115";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"24323-174";"0007617";"JAAN";"Serenase";"00174";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"17632-1826";"0015149";"PBAA";"Monofree Dexamethason";"01826";false;"_";"_";"c";"c";0;0;false;false;false;true;false
"30791-2139";"0003780";"DAEA";"Salmeterol / Fluticasone Cipla";"02139";false;"_";"_";"c";"c";0;0;false;false;false;true;false
"31682-2014";"0013417";"IEAB";"D-Vital";"02014";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"30783-67";"0013094";"MDBA";"Etoposide Accord Healthcare";"00067";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"15750-1636";"0012484";"LDAAG";"Loratadine Sandoz";"01636";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"30742-661";"0005777";"FDAA";"Mysodelle";"00661";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"26245-1446";"0007617";"JAAN";"Temesta";"01446";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"15719-1115";"0007625";"JAAO";"Loramet";"01115";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"15800-612";"0007625";"JAAO";"Lormetazepam EG";"00612";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"23838-1743";"0012484";"LDAAG";"Rupton";"01743";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"15784-1289";"0007617";"JAAN";"Lorazepam Mylan";"01289";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"15776-612";"0007617";"JAAN";"Lorazepam EG";"00612";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"9258-67";"0012963";"MCAC";"Epirubicine Accord Healthcare";"00067";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"30775-1966";"0020339";"KDCFA";"Triumeq";"01966";true;"_";"_";"_";"_";0;0;false;false;false;true;false
"14688-216";"0015479";"PEFA";"Latanoprost-Timolol Apotex";"00216";false;"_";"_";"B";"B";0;0;false;false;false;true;false
"10058-1529";"0017020";"MIBC";"Femara";"01529";false;"_";"_";"AO";"AO";0;0;false;false;false;true;false
"32599-2097";"0015180";"PBCA";"Alleophta";"02097";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"8375-554";"0005363";"FBAAD";"Droseffik";"00554";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"15818-968";"0007625";"JAAO";"Lormetazepam Kela";"00968";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"19042-299";"0007625";"JAAO";"Noctamid";"00299";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"7112-760";"0005363";"FBAAD";"Daylette";"00760";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"15719-885";"0007625";"JAAO";"Loramet";"00885";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"10272-1289";"0006254";"GBBB";"Finasteride Mylan";"01289";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"30882-1925";"0015180";"PBCA";"Azelastin-COMOD";"01925";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"30908-1784";"0017152";"NACA";"Magneclo Sterop";"01784";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"32565-257";"0020594";"DACB";"Duaklir";"00257";true;"_";"_";"_";"_";0;0;false;false;false;true;false
"32573-67";"0012989";"MCAE";"Mitoxantrone Accord";"00067";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"11007-1347";"0003590";"DAABA";"Foradil";"01347";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"20156-1776";"0012542";"LDBA";"Oralair";"01776";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"11502-1255";"0011874";"LBAA";"Gamunex";"01255";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"30122-1818";"0005363";"FBAAD";"Zoely";"01818";true;"_";"_";"_";"_";0;0;false;false;false;true;false
"30874-1818";"0013979";"OABAA";"Fusidine Teva";"01818";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"29330-1370";"0013474";"BBAC";"Wilate";"01370";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"32706-745";"0014068";"OACA";"Curanail";"00745";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"30916-1289";"0000125";"AADA";"Co-Bisoprojens";"01289";false;"_";"_";"B,D";"B,D";0;0;false;false;false;true;false
"13284-1628";"0011122";"KDCBF";"Invirase";"01628";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"16303-1289";"0005363";"FBAAD";"MargotMylan 20";"01289";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"117-885";"0000968";"AGAH";"Accupril";"00885";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"9811-1529";"0018689";"JKAC";"Exelon";"01529";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"21774-1529";"0001578";"ALAC";"Prareduct";"01529";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"32615-2352";"0018671";"TDA";"Homeoptic";"02352";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"3517-2014";"0007344";"IEBG";"Bonendro";"02014";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"141-612";"0006791";"IAAAA";"Aceclofenac EG";"00612";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"29686-1818";"0005363";"FBAAD";"Yadere";"01818";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"32649-372";"0020594";"DACB";"Spiolto";"00372";true;"_";"_";"B2";"B2";0;0;false;false;false;true;false
"32698-216";"0008086";"JCBBA";"Duloxetine Apotex";"00216";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"8292-67";"0012955";"MCAB";"Doxorubicin Accord Healthcare";"00067";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"22426-1529";"0003756";"DADBA";"Pulmicort";"01529";false;"_";"_";"c";"c";0;0;false;false;false;true;false
"27706-794";"0011049";"KDCADA";"Truvada";"00794";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"6114-1818";"0000166";"AADF";"Co-Losartan Teva";"01818";false;"_";"_";"D";"D";0;0;false;false;false;true;false
"15891-612";"0000166";"AADF";"Losartan Plus EG";"00612";false;"_";"_";"D";"D";0;0;false;false;false;true;false
"20529-67";"0013185";"MEBC";"Paclitaxel Accord Healthcare";"00067";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"15271-1222";"0020834";"FBCBA";"Levosert";"01222";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"12732-968";"0007054";"IABAA";"Ibuprofen Kela";"00968";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"13714-612";"0014530";"OEEA";"Isotretinoine EG";"00612";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"14175-1818";"0012468";"LDABG";"Ketotifen Teva";"01818";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"16311-1289";"0005363";"FBAAD";"MargotMylan 30";"01289";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"16030-1693";"0005843";"FEBA";"Luveris";"01693";false;"_";"_";"Hman";"Hman";0;0;false;false;false;true;false
"26526-745";"0009928";"KACB";"Tetralysal";"00745";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"20214-1263";"0005942";"FFAA";"Orgametril";"01263";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"11015-927";"0025007";"CECBB";"Forlax";"00927";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"11015-885";"0025007";"CECBB";"Forlax";"00885";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"11015-1529";"0025007";"CECBB";"Forlax";"01529";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"21378-273";"0015289";"PDC";"Phenylephrine hydrochloride Minims";"00273";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"11544-1388";"0002634";"CABA";"Gastricalm";"01388";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"23432-1800";"0002634";"CABA";"Riopan";"01800";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"20735-885";"0002584";"CAABD";"Pantomed";"00885";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"24356-1529";"0008219";"JCAAF";"Serlain";"01529";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"29868-885";"0002535";"CAAAB";"Zantac";"00885";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"24679-1529";"0003806";"DAFA";"Singulair";"01529";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"30924-554";"0005942";"FFAA";"Progebel";"00554";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"851-1529";"0007260";"IEBA";"Alendronate Mylan";"01529";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"6593-1529";"0015479";"PEFA";"Cosopt";"01529";false;"_";"_";"B";"B";0;0;false;false;false;true;false
"24794-885";"0007880";"JBCA";"Solian";"00885";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"9985-1172";"0007054";"IABAA";"Fastum";"01172";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"6635-1529";"0001032";"AGBD";"Cozaar";"01529";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"14126-1529";"0008771";"JGACA";"Keppra";"01529";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"30940-828";"0021170";"LACJA";"Hepatyrix";"00828";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"25312-1610";"0016030";"QDBA";"Strepfen";"01610";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"30973-406";"0021238";"KDEB";"Daklinza";"00406";true;"_";"_";"_";"_";0;0;false;false;false;true;false
"32714-489";"0025346";"OAAH";"Ethanol Gedenatureerd Conforma";"00489";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"31021-2212";"0021386";"OLG";"Ameluz";"02212";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"18739-1529";"0020263";"JGBBA";"Neurontin";"01529";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"18614-1529";"0012062";"LCADA";"Neoral-Sandimmun";"01529";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"21691-1552";"0012492";"LDABH";"Postafene";"01552";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"30957-612";"0015925";"QCBCB";"Mometasone EG";"00612";false;"_";"_";"c";"c";0;0;false;false;false;true;false
"4077-1982";"0018085";"JADB";"Calmiplant";"01982";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"30429-1263";"0020636";"LAAIB";"Zostavax";"01263";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"28662-943";"0010561";"KCAA";"Vermox";"00943";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"30965-372";"0021204";"EAIC";"Jardiance";"00372";true;"_";"_";"_";"_";0;0;false;false;false;true;false
"20842-1131";"0014191";"OAEC";"Para Plus";"01131";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"12872-943";"0020818";"CBG";"Imonogas";"00943";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"16519-612";"0006940";"IAADA";"Meloxicam EG";"00612";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"16535-1636";"0006940";"IAADA";"Meloxicam Sandoz";"01636";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"16733-1636";"0019489";"KAACB";"Meropenem Sandoz";"01636";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"16717-711";"0019489";"KAACB";"Meropenem Fresenius Kabi";"00711";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"16543-1818";"0006940";"IAADA";"Meloxicam Teva";"01818";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"16725-844";"0019489";"KAACB";"Meropenem Hospira";"00844";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"5686-1883";"0003442";"CGCA";"Claversal";"01883";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"6296-539";"0003442";"CGCA";"Colitofalk";"00539";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"16758-1818";"0003442";"CGCA";"Mesalazine Teva";"01818";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"18002-372";"0016030";"QDBA";"Mucoangin";"00372";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"19877-1529";"0002576";"CAABC";"Omeprazole EG";"01529";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"14068-604";"0009639";"KAABAC";"Kefzol";"00604";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"31047-828";"0021246";"LAAEAA";"α-RIX-Tetra 2016-2017";"00828";true;"_";"_";"_";"_";0;0;false;false;false;true;false
"17517-372";"0006940";"IAADA";"Mobic";"00372";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"16527-1289";"0006940";"IAADA";"Meloxicam Mylan";"01289";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"8102-1818";"0002857";"CDAB";"Domperidone Teva";"01818";true;"_";"_";"_";"_";0;0;false;false;false;true;false
"935-1750";"0014738";"OMAA";"Algisite M";"01750";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"16436-1602";"0013938";"OAAJ";"Medichrom";"01602";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"22475-232";"0012799";"MBBD";"Puri-Nethol";"00232";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"16709-257";"0019489";"KAACB";"Meronem";"00257";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"16469-1446";"0004986";"EDFA";"Medrol";"01446";false;"_";"_";"C";"C";0;0;false;false;false;true;false
"11858-1180";"0004325";"EABA";"Glucophage";"01180";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"9019-1818";"0012740";"MBAA";"Emthexate";"01818";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"17764-968";"0014647";"OGEA";"Mopsoralen";"00968";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"588-299";"0014274";"OBBA";"Advantan";"00299";false;"_";"_";"c";"c";0;0;false;false;false;true;false
"7245-1446";"0004986";"EDFA";"Depo-Medrol";"01446";false;"_";"_";"C";"C";0;0;false;false;false;true;false
"22400-299";"0004788";"ECDA";"Proviron";"00299";false;"_";"_";"A";"A";0;0;false;false;false;true;false
"19315-2097";"0006486";"HBCA";"Novalgine";"02097";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"9654-1347";"0025445";"EAJA";"Eucreas";"01347";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"16790-1172";"0004325";"EABA";"Metformax";"01172";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"16808-1289";"0004325";"EABA";"Metformine Mylan";"01289";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"16956-745";"0021386";"OLG";"Metvix";"00745";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"810-505";"0000075";"AABB";"Aldomet";"00505";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"16832-1347";"0005777";"FDAA";"Methergin";"01347";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"2857-828";"0013979";"OABAA";"Bactroban";"00828";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"12013-935";"0017921";"FAAA";"Gyno-Daktarin";"00935";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"26708-1842";"0010496";"KBCC";"Tibozole";"01842";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"7039-943";"0014076";"OACC";"Daktarin";"00943";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"17111-1289";"0016626";"RAEB";"Midazolam Mylan";"01289";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"1172-1537";"0014951";"OLH";"Alopexy";"01537";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"17400-612";"0008110";"JCDC";"Mirtazapine EG";"00612";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"17392-216";"0008110";"JCDC";"Mirtazapine Apotex";"00216";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"6577-1834";"0000307";"ABBA";"Corvaton";"01834";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"17723-1636";"0003806";"DAFA";"Montelukast Sandoz";"01636";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"2618-299";"0010199";"KAEC";"Avelox";"00299";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"17905-2386";"0000083";"AABC";"Moxon";"02386";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"17947-1818";"0000083";"AABC";"Moxonidine Teva";"01818";false;"_";"_";"_";"_";0;0;false;false;false;true;false
